Row ID;City;State;Product ID;Category;Product Name;Quantity;Sales;Cost;Profit
4205;Cranston;Rhode Island;OFF-PA-10002195;Office Supplies;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";2;10,16;5,3848;4,7752
4206;Cranston;Rhode Island;FUR-FU-10002364;Furniture;Eldon Expressions Wood Desk Accessories, Oak;2;14,76;10,4796;4,2804
4207;Cranston;Rhode Island;OFF-BI-10004001;Office Supplies;GBC Recycled VeloBinder Covers;2;34,08;18,4032;15,6768
4208;Cranston;Rhode Island;FUR-FU-10000023;Furniture;Eldon Wave Desk Accessories;3;17,67;9,8952;7,7748
4209;Cranston;Rhode Island;FUR-CH-10002320;Furniture;Hon Pagoda Stacking Chairs;5;1604,9;1123,43;481,47
4212;Richmond;Kentucky;OFF-PA-10003016;Office Supplies;"Adams ""While You Were Out"" Message Pads";3;9,42;5,181;4,239
4213;Richmond;Kentucky;OFF-AR-10003651;Office Supplies;Newell 350;2;6,56;4,6576;1,9024
4214;Richmond;Kentucky;OFF-PA-10001363;Office Supplies;Xerox 1933;2;24,56;13,0168;11,5432
4215;Mishawaka;Indiana;OFF-BI-10003876;Office Supplies;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";3;128,4;64,2;64,2
4216;Mount Vernon;New York;OFF-EN-10004007;Office Supplies;Park Ridge Embossed Executive Business Envelopes;4;62,28;33,0084;29,2716
4217;Los Angeles;California;OFF-LA-10002271;Office Supplies;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;3;9,24;4,8048;4,4352
4220;Seattle;Washington;OFF-PA-10004243;Office Supplies;Xerox 1939;2;37,94;19,7288;18,2112
4223;Seattle;Washington;OFF-ST-10004804;Office Supplies;"Belkin 19"" Vented Equipment Shelf, Black";2;102,96;101,9304;1,0296
4224;Seattle;Washington;FUR-BO-10001519;Furniture;O'Sullivan 3-Shelf Heavy-Duty Bookcases;3;174,42;132,5592;41,8608
4227;Urbandale;Iowa;OFF-FA-10004854;Office Supplies;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;4;45,92;24,3376;21,5824
4229;Richmond;Indiana;OFF-PA-10001994;Office Supplies;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";1;22,48;12,1392;10,3408
4239;Seattle;Washington;OFF-AR-10004587;Office Supplies;Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;1;19,83;13,881;5,949
4240;Grand Rapids;Michigan;OFF-PA-10000994;Office Supplies;Xerox 1915;2;209,7;109,044;100,656
4241;Los Angeles;California;OFF-AP-10001366;Office Supplies;Staple holder;4;43,92;32,0616;11,8584
4243;Springfield;Virginia;TEC-PH-10001448;Technology;Anker Astro 15000mAh USB Portable Charger;3;149,97;143,9712;5,9988
4244;Springfield;Virginia;OFF-PA-10001776;Office Supplies;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";3;27,81;14,7393;13,0707
4245;Los Angeles;California;TEC-AC-10002323;Technology;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;3;66,3;57,681;8,619
4246;Baltimore;Maryland;OFF-AR-10004582;Office Supplies;BIC Brite Liner Grip Highlighters;1;1,64;0,902;0,738
4247;Baltimore;Maryland;FUR-FU-10000576;Furniture;Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base;5;1049,2;776,408;272,792
4248;Baltimore;Maryland;FUR-FU-10004270;Furniture;Eldon Image Series Desk Accessories, Burgundy;5;20,9;13,376;7,524
4249;Fairfield;Connecticut;OFF-BI-10004236;Office Supplies;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";6;88,08;47,5632;40,5168
4250;Fairfield;Connecticut;FUR-CH-10004997;Furniture;Hon Every-Day Series Multi-Task Chairs;4;751,92;601,536;150,384
4260;New York City;New York;OFF-EN-10004386;Office Supplies;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;2;47,98;23,99;23,99
4261;Fairfield;Connecticut;OFF-LA-10001045;Office Supplies;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;5;13,05;7,047;6,003
4262;Moorhead;Minnesota;TEC-AC-10002006;Technology;Memorex Micro Travel Drive 16 GB;4;63,96;44,1324;19,8276
4263;Columbus;Georgia;OFF-AP-10001242;Office Supplies;APC 7 Outlet Network SurgeArrest Surge Protector;1;80,48;56,336;24,144
4270;Seattle;Washington;FUR-TA-10000688;Furniture;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;4;871,4;723,262;148,138
4272;Baltimore;Maryland;FUR-FU-10000965;Furniture;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";4;207,76;122,5784;85,1816
4274;Murray;Utah;OFF-AR-10001044;Office Supplies;BOSTON Ranger #55 Pencil Sharpener, Black;1;25,99;18,4529;7,5371
4277;Seattle;Washington;OFF-ST-10000046;Office Supplies;Fellowes Super Stor/Drawer Files;2;323,1;261,711;61,389
4278;Lakewood;New Jersey;TEC-MA-10001047;Technology;3D Systems Cube Printer, 2nd Generation, Magenta;7;9099,93;6733,9482;2365,9818
4279;Lakewood;New Jersey;FUR-FU-10000550;Furniture;Stacking Trays by OIC;2;9,96;6,6732;3,2868
4280;Lakewood;New Jersey;OFF-BI-10002432;Office Supplies;Wilson Jones Standard D-Ring Binders;5;25,3;13,409;11,891
4281;New York City;New York;OFF-PA-10004470;Office Supplies;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";2;11,36;6,1344;5,2256
4283;Indianapolis;Indiana;OFF-LA-10003720;Office Supplies;Avery 487;1;3,69;1,9557;1,7343
4284;Indianapolis;Indiana;OFF-BI-10004600;Office Supplies;Ibico Ibimaster 300 Manual Binding System;3;1103,97;607,1835;496,7865
4291;Los Angeles;California;OFF-AR-10000122;Office Supplies;Newell 314;2;11,16;8,37;2,79
4293;Los Angeles;California;OFF-AP-10001394;Office Supplies;Harmony Air Purifier;1;189;120,96;68,04
4296;Citrus Heights;California;FUR-FU-10001215;Furniture;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";3;129,39;75,0462;54,3438
4297;Los Angeles;California;OFF-ST-10000419;Office Supplies;Rogers Jumbo File, Granite;4;54,32;53,7768;0,5432
4305;Seattle;Washington;FUR-FU-10000448;Furniture;Tenex Chairmats For Use With Carpeted Floors;4;63,92;60,724;3,196
4312;Los Angeles;California;OFF-PA-10000223;Office Supplies;Xerox 2000;3;19,44;10,1088;9,3312
4314;Long Beach;New York;OFF-AP-10001962;Office Supplies;Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;2;16,78;12,585;4,195
4315;Los Angeles;California;OFF-AR-10004062;Office Supplies;Staples in misc. colors;2;20,96;15,72;5,24
4317;Los Angeles;California;OFF-ST-10001963;Office Supplies;Tennsco Regal Shelving Units;3;304,23;295,1031;9,1269
4318;San Francisco;California;OFF-EN-10002230;Office Supplies;Airmail Envelopes;2;167,86;88,9658;78,8942
4319;Richmond;Virginia;FUR-FU-10000175;Furniture;DAX Wood Document Frame.;6;82,38;56,8422;25,5378
4321;Albuquerque;New Mexico;OFF-ST-10003123;Office Supplies;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;1;33,29;25,3004;7,9896
4327;Plainfield;New Jersey;OFF-AR-10000315;Office Supplies;Dixon Ticonderoga Maple Cedar Pencil, #2;3;9,21;6,9075;2,3025
4328;Plainfield;New Jersey;OFF-PA-10000007;Office Supplies;"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";5;18;9,72;8,28
4329;New York City;New York;OFF-PA-10000791;Office Supplies;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;9;42,93;23,6115;19,3185
4332;Redmond;Washington;TEC-AC-10001998;Technology;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;1;19,99;13,1934;6,7966
4338;Los Angeles;California;TEC-AC-10000158;Technology;Sony 64GB Class 10 Micro SDHC R40 Memory Card;3;107,97;85,2963;22,6737
4339;Los Angeles;California;OFF-PA-10000482;Office Supplies;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;3;113,82;60,3246;53,4954
4341;Portage;Indiana;OFF-AR-10003478;Office Supplies;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;2;16,28;9,768;6,512
4342;Arlington;Virginia;OFF-ST-10003208;Office Supplies;Adjustable Depth Letter/Legal Cart;3;544,38;386,5098;157,8702
4345;San Francisco;California;TEC-AC-10001552;Technology;Logitech K350 2.4Ghz Wireless Keyboard;2;99,54;88,5906;10,9494
4346;San Francisco;California;TEC-AC-10002926;Technology;Logitech Wireless Marathon Mouse M705;4;199,96;113,9772;85,9828
4348;New Rochelle;New York;FUR-FU-10004053;Furniture;DAX Two-Tone Silver Metal Document Frame;3;60,72;34,6104;26,1096
4354;Stockton;California;OFF-PA-10002005;Office Supplies;Xerox 225;2;12,96;6,7392;6,2208
4361;Warwick;Rhode Island;OFF-PA-10000565;Office Supplies;Easy-staple paper;2;111,96;57,0996;54,8604
4362;Lafayette;Louisiana;TEC-PH-10003875;Technology;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;3;29,16;20,7036;8,4564
4363;Fargo;North Dakota;OFF-AR-10001953;Office Supplies;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;3;131,94;96,3162;35,6238
4364;Fargo;North Dakota;OFF-AR-10001374;Office Supplies;BIC Brite Liner Highlighters, Chisel Tip;4;25,92;17,6256;8,2944
4365;Fargo;North Dakota;OFF-ST-10003816;Office Supplies;Fellowes High-Stak Drawer Files;4;704,76;542,6652;162,0948
4366;Fargo;North Dakota;OFF-FA-10001843;Office Supplies;Staples;3;7,41;3,9273;3,4827
4367;Fargo;North Dakota;OFF-AR-10000657;Office Supplies;Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box;10;21,5;14,405;7,095
4370;Lawrence;Indiana;OFF-BI-10001989;Office Supplies;Premium Transparent Presentation Covers by GBC;5;104,9;54,548;50,352
4371;Lawrence;Indiana;OFF-AR-10002987;Office Supplies;Prismacolor Color Pencil Set;2;39,68;23,4112;16,2688
4372;Lawrence;Indiana;OFF-LA-10000414;Office Supplies;Avery 503;5;51,75;26,91;24,84
4373;Elkhart;Indiana;OFF-AR-10003602;Office Supplies;Quartet Omega Colored Chalk, 12/Pack;2;11,68;6,1904;5,4896
4374;Elkhart;Indiana;TEC-AC-10002550;Technology;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack;5;159,75;148,5675;11,1825
4376;San Gabriel;California;FUR-FU-10003708;Furniture;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";5;303,25;239,5675;63,6825
4377;San Gabriel;California;OFF-AP-10001391;Office Supplies;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;3;270,72;192,2112;78,5088
4379;Henderson;Kentucky;OFF-EN-10000461;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";2;17,48;9,2644;8,2156
4380;Henderson;Kentucky;OFF-EN-10002831;Office Supplies;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;2;71,88;39,534;32,346
4381;San Francisco;California;OFF-AR-10004648;Office Supplies;Boston 19500 Mighty Mite Electric Pencil Sharpener;3;60,45;44,1285;16,3215
4387;San Francisco;California;OFF-AP-10001366;Office Supplies;Staple holder;4;43,92;32,0616;11,8584
4389;New York City;New York;OFF-PA-10003651;Office Supplies;Xerox 1968;7;46,76;24,3152;22,4448
4391;New York City;New York;TEC-PH-10001459;Technology;Samsung Galaxy Mega 6.3;3;1259,97;932,3778;327,5922
4392;New York City;New York;OFF-AR-10004602;Office Supplies;Boston KS Multi-Size Manual Pencil Sharpener;3;68,97;49,6584;19,3116
4400;Columbia;Maryland;OFF-EN-10003055;Office Supplies;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;5;199,9;109,945;89,955
4401;Columbia;Maryland;OFF-AP-10002945;Office Supplies;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;3;901,95;604,3065;297,6435
4402;Columbia;Maryland;FUR-FU-10004306;Furniture;Electrix Halogen Magnifier Lamp;5;971,5;718,91;252,59
4404;New York City;New York;OFF-AR-10002445;Office Supplies;SANFORD Major Accent Highlighters;3;21,24;13,1688;8,0712
4407;Columbus;Indiana;OFF-PA-10001622;Office Supplies;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";2;9,08;4,994;4,086
4408;Columbus;Indiana;OFF-PA-10000418;Office Supplies;Xerox 189;3;314,55;163,566;150,984
4409;Columbus;Indiana;OFF-BI-10000343;Office Supplies;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";1;4,91;2,6023;2,3077
4410;Los Angeles;California;OFF-LA-10004425;Office Supplies;Staple-on labels;2;5,78;3,0634;2,7166
4411;Los Angeles;California;OFF-AR-10001897;Office Supplies;Model L Table or Wall-Mount Pencil Sharpener;6;107,94;77,7168;30,2232
4412;New York City;New York;OFF-PA-10003883;Office Supplies;"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""";3;19,65;10,611;9,039
4413;New York City;New York;TEC-PH-10003963;Technology;GE 2-Jack Phone Line Splitter;3;617,97;457,2978;160,6722
4414;New York City;New York;OFF-AP-10001303;Office Supplies;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;3;59,7;32,835;26,865
4415;Lawrence;Massachusetts;OFF-BI-10003925;Office Supplies;Fellowes PB300 Plastic Comb Binding Machine;1;387,99;205,6347;182,3553
4417;San Francisco;California;OFF-FA-10003495;Office Supplies;Staples;5;30,4;15,2;15,2
4418;Detroit;Michigan;OFF-BI-10002867;Office Supplies;GBC Recycled Regency Composition Covers;8;478,24;258,2496;219,9904
4423;Sandy Springs;Georgia;OFF-AP-10001492;Office Supplies;Acco Six-Outlet Power Strip, 4' Cord Length;2;17,24;12,7576;4,4824
4424;Sandy Springs;Georgia;FUR-BO-10003546;Furniture;Hon 4-Shelf Metal Bookcases;3;302,94;227,205;75,735
4425;Sandy Springs;Georgia;TEC-PH-10002185;Technology;QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;5;34,75;19,1125;15,6375
4426;Sandy Springs;Georgia;OFF-BI-10000315;Office Supplies;Poly Designer Cover & Back;6;113,94;59,2488;54,6912
4427;Sandy Springs;Georgia;TEC-PH-10002350;Technology;Apple EarPods with Remote and Mic;2;55,98;40,3056;15,6744
4428;Albuquerque;New Mexico;OFF-PA-10002666;Office Supplies;Southworth 25% Cotton Linen-Finish Paper & Envelopes;3;27,18;14,949;12,231
4429;Tulsa;Oklahoma;FUR-CH-10004495;Furniture;Global Leather and Oak Executive Chair, Black;6;1805,88;1282,1748;523,7052
4430;Orange;New Jersey;OFF-AR-10001725;Office Supplies;Boston Home & Office Model 2000 Electric Pencil Sharpeners;3;70,95;52,503;18,447
4431;Henderson;Kentucky;OFF-FA-10002280;Office Supplies;Advantus Plastic Paper Clips;4;20;10,4;9,6
4432;Henderson;Kentucky;OFF-AR-10001770;Office Supplies;Economy #2 Pencils;3;7,98;5,9052;2,0748
4433;Henderson;Kentucky;FUR-FU-10002885;Furniture;Magna Visual Magnetic Picture Hangers;5;24,1;14,942;9,158
4434;Henderson;Kentucky;OFF-AR-10003772;Office Supplies;Boston 16750 Black Compact Battery Pencil Sharpener;1;8,75;6,125;2,625
4435;Henderson;Kentucky;FUR-TA-10003392;Furniture;Global Adaptabilities Conference Tables;3;842,94;682,7814;160,1586
4441;Westland;Michigan;TEC-AC-10004975;Technology;Plantronics Audio 995 Wireless Stereo Headset;1;109,95;73,6665;36,2835
4442;Westland;Michigan;OFF-ST-10001932;Office Supplies;Fellowes Staxonsteel Drawer Files;5;965,85;830,631;135,219
4443;Westland;Michigan;OFF-AR-10001761;Office Supplies;Avery Hi-Liter Smear-Safe Highlighters;5;29,2;18,688;10,512
4444;Westland;Michigan;OFF-PA-10002262;Office Supplies;Xerox 192;5;32,4;16,848;15,552
4445;Bloomington;Indiana;OFF-EN-10004483;Office Supplies;#10 White Business Envelopes,4 1/8 x 9 1/2;5;78,35;41,5255;36,8245
4446;Bloomington;Indiana;OFF-PA-10003270;Office Supplies;Xerox 1954;6;31,68;17,424;14,256
4447;Bloomington;Indiana;OFF-BI-10001634;Office Supplies;Wilson Jones Active Use Binders;4;29,12;14,8512;14,2688
4448;Bloomington;Indiana;OFF-ST-10000675;Office Supplies;File Shuttle II and Handi-File, Black;5;169,45;127,0875;42,3625
4449;Los Angeles;California;FUR-FU-10000732;Furniture;Eldon 200 Class Desk Accessories;2;12,56;8,5408;4,0192
4450;Los Angeles;California;OFF-PA-10004355;Office Supplies;Xerox 231;1;6,48;3,3696;3,1104
4451;Los Angeles;California;OFF-EN-10000056;Office Supplies;Cameo Buff Policy Envelopes;3;186,69;98,9457;87,7443
4452;San Francisco;California;FUR-FU-10000221;Furniture;Master Caster Door Stop, Brown;5;25,4;16,764;8,636
4453;San Francisco;California;OFF-EN-10003567;Office Supplies;"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box";2;43,96;23,2988;20,6612
4455;San Francisco;California;OFF-ST-10002486;Office Supplies;Eldon Shelf Savers Cubes and Bins;4;27,92;27,3616;0,5584
4458;San Jose;California;OFF-PA-10001878;Office Supplies;Xerox 1891;5;244,55;129,6115;114,9385
4467;New York City;New York;OFF-AR-10003759;Office Supplies;Crayola Anti Dust Chalk, 12/Pack;9;16,38;9,009;7,371
4468;New York City;New York;OFF-EN-10003001;Office Supplies;Ames Color-File Green Diamond Border X-ray Mailers;2;167,96;89,0188;78,9412
4470;New York City;New York;OFF-PA-10001972;Office Supplies;Xerox 214;2;12,96;6,7392;6,2208
4478;Lawton;Oklahoma;OFF-ST-10000129;Office Supplies;Fellowes Recycled Storage Drawers;3;333,09;309,7737;23,3163
4479;Lawton;Oklahoma;FUR-TA-10003748;Furniture;Bevis 36 x 72 Conference Tables;2;248,98;194,2044;54,7756
4480;New York City;New York;OFF-PA-10004948;Office Supplies;Xerox 190;5;24,9;13,197;11,703
4481;Los Angeles;California;OFF-FA-10001561;Office Supplies;Stockwell Push Pins;7;15,26;10,2242;5,0358
4482;Los Angeles;California;OFF-AP-10002998;Office Supplies;Holmes 99% HEPA Air Purifier;2;43,32;29,0244;14,2956
4484;Los Angeles;California;OFF-PA-10001725;Office Supplies;Xerox 1892;3;116,28;59,3028;56,9772
4486;Los Angeles;California;OFF-PA-10000477;Office Supplies;Xerox 22;3;19,44;10,1088;9,3312
4487;Los Angeles;California;OFF-PA-10004359;Office Supplies;Multicolor Computer Printout Paper;3;314,55;163,566;150,984
4497;Los Angeles;California;OFF-PA-10002036;Office Supplies;Xerox 1930;6;38,88;19,8288;19,0512
4499;San Francisco;California;OFF-PA-10003309;Office Supplies;Xerox 211;2;12,96;6,7392;6,2208
4500;Bakersfield;California;OFF-PA-10002787;Office Supplies;Xerox 227;2;12,96;6,7392;6,2208
4505;Los Angeles;California;OFF-AP-10000828;Office Supplies;Avanti 4.4 Cu. Ft. Refrigerator;2;361,96;260,6112;101,3488
4506;Los Angeles;California;TEC-AC-10004708;Technology;Sony 32GB Class 10 Micro SDHC R40 Memory Card;3;62,85;49,6515;13,1985
4508;Los Angeles;California;OFF-ST-10002301;Office Supplies;Tennsco Commercial Shelving;1;20,34;20,1366;0,2034
4509;Los Angeles;California;FUR-FU-10002554;Furniture;Westinghouse Floor Lamp with Metal Mesh Shade, Black;1;23,99;18,4723;5,5177
4511;Springfield;Missouri;FUR-FU-10001085;Furniture;3M Polarizing Light Filter Sleeves;2;37,3;20,142;17,158
4512;Springfield;Missouri;OFF-BI-10001597;Office Supplies;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";2;81,96;42,6192;39,3408
4515;Hampton;Virginia;FUR-CH-10000847;Furniture;Global Executive Mid-Back Manager's Chair;1;290,98;215,3252;75,6548
4516;Tulsa;Oklahoma;OFF-AR-10003179;Office Supplies;Dixon Ticonderoga Core-Lock Colored Pencils;4;36,44;24,4148;12,0252
4517;Seattle;Washington;OFF-PA-10000807;Office Supplies;"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad";5;21,4;11,342;10,058
4519;San Francisco;California;OFF-AR-10004441;Office Supplies;BIC Brite Liner Highlighters;4;16,56;9,6048;6,9552
4521;Richmond;Indiana;TEC-AC-10001284;Technology;Enermax Briskie RF Wireless Keyboard and Mouse Combo;3;62,31;39,8784;22,4316
4522;Richmond;Indiana;FUR-FU-10000221;Furniture;Master Caster Door Stop, Brown;4;20,32;13,4112;6,9088
4524;New York City;New York;OFF-LA-10001569;Office Supplies;Avery 499;7;34,86;18,8244;16,0356
4525;New York City;New York;FUR-FU-10004018;Furniture;Tensor Computer Mounted Lamp;6;89,34;65,2182;24,1218
4526;Rome;New York;TEC-PH-10004536;Technology;Avaya 5420 Digital phone;2;269,98;202,485;67,495
4527;Rome;New York;OFF-PA-10004353;Office Supplies;Southworth 25% Cotton Premium Laser Paper and Envelopes;5;99,9;51,948;47,952
4528;Rome;New York;FUR-FU-10004848;Furniture;DAX Solid Wood Frames;4;39,08;24,6204;14,4596
4532;New York City;New York;OFF-ST-10001590;Office Supplies;Tenex Personal Project File with Scoop Front Design, Black;3;40,44;29,9256;10,5144
4534;Manteca;California;OFF-EN-10001219;Office Supplies;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";2;15,28;7,7928;7,4872
4535;Los Angeles;California;OFF-PA-10001947;Office Supplies;Xerox 1974;2;11,96;6,0996;5,8604
4536;Seattle;Washington;FUR-FU-10003142;Furniture;Master Big Foot Doorstop, Beige;3;15,84;10,9296;4,9104
4538;Seattle;Washington;OFF-AR-10003560;Office Supplies;Zebra Zazzle Fluorescent Highlighters;3;18,24;12,0384;6,2016
4539;Seattle;Washington;OFF-AR-10004757;Office Supplies;Crayola Colored Pencils;4;13,12;8,7904;4,3296
4540;Providence;Rhode Island;TEC-PH-10003800;Technology;i.Sound Portable Power - 8000 mAh;2;105,98;104,9202;1,0598
4543;Oklahoma City;Oklahoma;OFF-EN-10004206;Office Supplies;Multimedia Mailers;2;325,86;175,9644;149,8956
4551;Manchester;Connecticut;OFF-LA-10003388;Office Supplies;Avery 5;2;5,76;2,9376;2,8224
4554;San Francisco;California;OFF-PA-10003657;Office Supplies;Xerox 1927;3;12,84;7,062;5,778
4555;La Crosse;Wisconsin;OFF-BI-10004738;Office Supplies;Flexible Leather- Look Classic Collection Ring Binder;3;56,82;28,41;28,41
4556;Florence;South Carolina;OFF-FA-10003112;Office Supplies;Staples;4;31,56;17,358;14,202
4557;Florence;South Carolina;OFF-ST-10002486;Office Supplies;Eldon Shelf Savers Cubes and Bins;4;27,92;27,3616;0,5584
4561;Los Angeles;California;OFF-EN-10003296;Office Supplies;Tyvek Side-Opening Peel & Seel Expanding Envelopes;3;271,44;149,292;122,148
4563;Los Angeles;California;FUR-FU-10002111;Furniture;Master Caster Door Stop, Large Brown;5;36,4;22,568;13,832
4570;San Jose;California;FUR-FU-10004017;Furniture;"Executive Impressions 13"" Chairman Wall Clock";3;76,14;49,491;26,649
4571;Wichita;Kansas;OFF-AR-10002445;Office Supplies;SANFORD Major Accent Highlighters;3;21,24;13,1688;8,0712
4572;Wichita;Kansas;OFF-BI-10001718;Office Supplies;GBC DocuBind P50 Personal Binding Machine;2;127,96;67,8188;60,1412
4574;Jackson;Michigan;TEC-PH-10002103;Technology;Jabra SPEAK 410;7;657,93;473,7096;184,2204
4575;Jackson;Michigan;FUR-FU-10003724;Furniture;Westinghouse Clip-On Gooseneck Lamps;4;33,48;24,7752;8,7048
4576;Jackson;Michigan;OFF-AR-10003732;Office Supplies;Newell 333;5;13,9;10,286;3,614
4577;Jackson;Michigan;OFF-ST-10000885;Office Supplies;Fellowes Desktop Hanging File Manager;2;26,86;20,145;6,715
4579;Hampton;Virginia;OFF-BI-10001670;Office Supplies;Vinyl Sectional Post Binders;3;113,1;56,55;56,55
4580;New York City;New York;OFF-PA-10002709;Office Supplies;Xerox 1956;11;65,78;33,5478;32,2322
4581;Hattiesburg;Mississippi;TEC-AC-10004469;Technology;Microsoft Sculpt Comfort Mouse;6;239,7;134,232;105,468
4584;Los Angeles;California;OFF-AR-10000390;Office Supplies;Newell Chalk Holder;2;8,26;4,4604;3,7996
4585;Danville;California;OFF-EN-10001335;Office Supplies;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;7;76,58;38,29;38,29
4586;Danville;California;OFF-AR-10003469;Office Supplies;Nontoxic Chalk;5;8,8;4,576;4,224
4588;Danville;California;OFF-FA-10004838;Office Supplies;Super Bands, 12/Pack;3;5,58;5,4126;0,1674
4589;Danville;California;FUR-FU-10002508;Furniture;Document Clip Frames;3;25,02;14,5116;10,5084
4590;Danville;California;OFF-ST-10001511;Office Supplies;Space Solutions Commercial Steel Shelving;7;452,55;429,9225;22,6275
4591;Los Angeles;California;OFF-SU-10000952;Office Supplies;Fiskars Home & Office Scissors;2;17,76;12,7872;4,9728
4594;Los Angeles;California;OFF-AP-10004052;Office Supplies;Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk;2;7,9;5,846;2,054
4596;Los Angeles;California;OFF-AR-10001897;Office Supplies;Model L Table or Wall-Mount Pencil Sharpener;3;53,97;38,8584;15,1116
4597;Washington;District of Columbia;OFF-AR-10000034;Office Supplies;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;8;33,92;20,6912;13,2288
4598;Milwaukee;Wisconsin;OFF-SU-10004115;Office Supplies;Acme Stainless Steel Office Snips;3;21,81;15,9213;5,8887
4599;Milwaukee;Wisconsin;OFF-AP-10001947;Office Supplies;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;5;91,6;65,036;26,564
4600;Baltimore;Maryland;FUR-CH-10004853;Furniture;Global Manager's Adjustable Task Chair, Storm;1;150,98;107,1958;43,7842
4601;Baltimore;Maryland;OFF-EN-10000483;Office Supplies;White Envelopes, White Envelopes with Clear Poly Window;9;137,25;74,115;63,135
4602;Baltimore;Maryland;OFF-FA-10001332;Office Supplies;"Acco Banker's Clasps, 5 3/4""-Long";4;11,52;6,1056;5,4144
4607;Rochester;New York;TEC-PH-10004093;Technology;Panasonic Kx-TS550;1;45,99;32,6529;13,3371
4608;Rochester;New York;OFF-ST-10001490;Office Supplies;Hot File 7-Pocket, Floor Stand;3;535,41;374,787;160,623
4610;Rochester;New York;OFF-PA-10004255;Office Supplies;Xerox 219;7;45,36;23,5872;21,7728
4611;Oceanside;California;FUR-FU-10000023;Furniture;Eldon Wave Desk Accessories;8;47,12;26,3872;20,7328
4612;Gulfport;Mississippi;OFF-BI-10000285;Office Supplies;XtraLife ClearVue Slant-D Ring Binders by Cardinal;4;31,36;15,68;15,68
4618;Everett;Massachusetts;TEC-PH-10002415;Technology;Polycom VoiceStation 500 Conference phone;2;589,9;442,425;147,475
4619;Everett;Massachusetts;FUR-CH-10000785;Furniture;Global Ergonomic Managers Chair;3;542,94;401,7756;141,1644
4622;Wilmington;Delaware;OFF-ST-10001328;Office Supplies;Personal Filing Tote with Lid, Black/Gray;5;77,55;55,836;21,714
4627;New York City;New York;OFF-ST-10003455;Office Supplies;Tenex File Box, Personal Filing Tote with Lid, Black;5;77,55;57,387;20,163
4628;New York City;New York;OFF-ST-10000876;Office Supplies;Eldon Simplefile Box Office;2;24,88;17,9136;6,9664
