Row;Product ID;Volume per Unit;Quantity;Category;Product Name;Sales;Profit;Order Date
2010;TEC-PH-10004042;9;4;Technology;ClearOne Communications CHAT 70 OC Speaker Phone;152630;39684;31.7.2018
2011;FUR-FU-10002918;13;3;Furniture;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;65506;7206;31.7.2018
2012;OFF-ST-10003442;3;2;Office Supplies;Eldon Portable Mobile Manager;13574;3665;31.7.2018
2013;OFF-BI-10003656;3;5;Office Supplies;Fellowes PB200 Plastic Comb Binding Machine;203988;93834;31.7.2018
2014;FUR-FU-10003142;15;7;Furniture;Master Big Foot Doorstop, Beige;8870;2750;31.7.2018
2015;TEC-AC-10004469;9;6;Technology;Microsoft Sculpt Comfort Mouse;57528;25312;31.7.2018
2016;TEC-AC-10003033;6;7;Technology;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;554316;182924;31.7.2018
2017;TEC-PH-10001079;10;1;Technology;Polycom SoundPoint Pro SE-225 Corded phone;28558;7996;31.7.2018
2018;OFF-PA-10004621;2;3;Office Supplies;Xerox 212;4666;2239;31.7.2018
2019;OFF-AP-10002892;4;2;Office Supplies;Belkin F5C206VTEL 6 Outlet Surge;11030;3309;1.8.2018
2020;OFF-ST-10004340;4;3;Office Supplies;Fellowes Mobile File Cart, Black;44770;12088;1.8.2018
2021;OFF-AR-10001868;3;4;Office Supplies;Prang Dustless Chalk Sticks;1613;806;1.8.2018
2022;OFF-PA-10001307;1;2;Office Supplies;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;2016;988;2.8.2018
2023;TEC-AC-10004571;7;2;Technology;Logitech G700s Rechargeable Gaming Mouse;47995;20158;2.8.2018
2024;TEC-AC-10003237;10;2;Technology;Memorex Micro Travel Drive 4 GB;5088;2188;2.8.2018
2025;FUR-CH-10001973;15;1;Furniture;Office Star Flex Back Scooter Chair with White Frame;26635;3729;2.8.2018
2026;TEC-PH-10001527;8;3;Technology;Plantronics MX500i Earset;30924;928;2.8.2018
2027;OFF-ST-10002011;3;2;Office Supplies;Smead Adjustable Mobile File Trolley with Lockable Top;201211;54327;2.8.2018
2028;OFF-BI-10001758;4;5;Office Supplies;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;6408;3012;2.8.2018
2029;OFF-SU-10002537;3;10;Office Supplies;Acme Box Cutter Scissors;24552;6384;3.8.2018
2030;OFF-LA-10001297;5;5;Office Supplies;Avery 473;12420;5962;3.8.2018
2031;FUR-FU-10000723;11;3;Furniture;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;29750;2678;3.8.2018
2032;OFF-ST-10003123;4;3;Office Supplies;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;23969;5753;3.8.2018
2033;OFF-ST-10003996;2;1;Office Supplies;Letter/Legal File Tote with Clear Snap-On Lid, Black Granite;3854;1002;3.8.2018
2034;TEC-AC-10004803;8;12;Technology;Sony Micro Vault Click 4 GB USB 2.0 Flash Drive;40147;5621;3.8.2018
2035;OFF-ST-10003221;5;2;Office Supplies;Staple magnet;5126;1384;3.8.2018
2036;OFF-EN-10002504;1;3;Office Supplies;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;19570;9198;3.8.2018
2037;OFF-PA-10001019;4;2;Office Supplies;Xerox 1884;9590;4507;3.8.2018
2038;OFF-SU-10002573;5;2;Office Supplies;"Acme 10"" Easy Grip Assistive Scissors";8414;2524;4.8.2018
2039;FUR-FU-10001591;10;9;Furniture;Advantus Panel Wall Certificate Holder - 8.5x11;26352;11068;4.8.2018
2040;OFF-LA-10004484;2;1;Office Supplies;Avery 476;991;456;4.8.2018
2041;OFF-LA-10002034;1;2;Office Supplies;Avery 478;2357;1155;4.8.2018
2042;OFF-AP-10001271;2;2;Office Supplies;Eureka The Boss Cordless Rechargeable Stick Vac;24470;6607;4.8.2018
2043;OFF-AP-10003590;3;3;Office Supplies;Hoover WindTunnel Plus Canister Vacuum;261540;73231;4.8.2018
2044;TEC-AC-10002473;10;9;Technology;Maxell 4.7GB DVD-R;61301;25133;4.8.2018
2045;OFF-AR-10000896;1;5;Office Supplies;Newell 329;3936;1023;4.8.2018
2046;OFF-ST-10002289;2;5;Office Supplies;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";38136;1907;4.8.2018
2047;OFF-PA-10004353;4;13;Office Supplies;Southworth 25% Cotton Premium Laser Paper and Envelopes;62338;29922;4.8.2018
2048;OFF-PA-10000806;2;8;Office Supplies;Xerox 1934;107482;52666;4.8.2018
2049;OFF-PA-10002713;1;2;Office Supplies;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;3302;1519;5.8.2018
2050;OFF-PA-10000659;5;3;Office Supplies;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;5026;2362;5.8.2018
2051;OFF-ST-10000321;4;2;Office Supplies;Akro Stacking Bins;3787;151;5.8.2018
2052;OFF-LA-10003498;3;9;Office Supplies;Avery 475;31968;15984;5.8.2018
2053;OFF-AR-10004165;5;2;Office Supplies;Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow;1094;482;5.8.2018
2054;OFF-AR-10004165;5;7;Office Supplies;Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow;3830;1685;5.8.2018
2055;OFF-AR-10004602;1;2;Office Supplies;Boston KS Multi-Size Manual Pencil Sharpener;11035;3090;5.8.2018
2056;OFF-AR-10000538;3;7;Office Supplies;Boston Model 1800 Electric Pencil Sharpener, Gray;47292;14188;5.8.2018
2057;OFF-AP-10002765;3;3;Office Supplies;Fellowes Advanced Computer Series Surge Protectors;19073;5340;5.8.2018
2058;FUR-CH-10002335;11;5;Furniture;Hon GuestStacker Chair;272004;70721;5.8.2018
2059;TEC-AC-10004510;10;1;Technology;Logitech Desktop MK120 Mouse and keyboard Combo;3926;393;5.8.2018
2060;TEC-AC-10001714;9;2;Technology;Logitech MX Performance Wireless Mouse;19147;7084;5.8.2018
2061;TEC-PH-10002468;10;1;Technology;Plantronics CS 50-USB - headset - Convertible, Monaural;32638;8812;5.8.2018
2062;OFF-BI-10001989;3;6;Office Supplies;Premium Transparent Presentation Covers by GBC;30211;14501;5.8.2018
2063;OFF-PA-10001144;4;2;Office Supplies;Xerox 1913;26630;12783;5.8.2018
2064;OFF-SU-10002573;5;4;Office Supplies;"Acme 10"" Easy Grip Assistive Scissors";16829;5049;6.8.2018
2065;TEC-PH-10003601;6;5;Technology;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;197988;59396;6.8.2018
2066;OFF-LA-10002195;1;8;Office Supplies;Avery 481;5914;2839;6.8.2018
2067;OFF-AR-10002399;3;9;Office Supplies;Dixon Prang Watercolor Pencils, 10-Color Set with Brush;9202;3773;6.8.2018
2068;OFF-PA-10000474;2;2;Office Supplies;Easy-staple paper;17011;7995;6.8.2018
2069;OFF-AR-10000380;2;6;Office Supplies;Hunt PowerHouse Electric Pencil Sharpener, Blue;54691;16407;6.8.2018
2070;TEC-AC-10004571;7;2;Technology;Logitech G700s Rechargeable Gaming Mouse;47995;20158;6.8.2018
2071;FUR-FU-10001706;15;5;Furniture;Longer-Life Soft White Bulbs;3696;1774;6.8.2018
2072;TEC-AC-10000023;9;3;Technology;Maxell 74 Minute CD-R Spindle, 50/Pack;15098;5435;6.8.2018
2073;FUR-BO-10000468;10;3;Furniture;O'Sullivan 2-Shelf Heavy-Duty Bookcases;34978;5596;6.8.2018
2074;OFF-AP-10002534;2;5;Office Supplies;3.6 Cubic Foot Counter Height Office Refrigerator;353544;98992;7.8.2018
2075;OFF-AP-10001492;2;9;Office Supplies;Acco Six-Outlet Power Strip, 4' Cord Length;18619;4841;7.8.2018
2076;TEC-PH-10003601;6;3;Technology;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;118793;35638;7.8.2018
2077;OFF-LA-10004545;1;2;Office Supplies;Avery 50;6014;2827;7.8.2018
2078;FUR-FU-10004848;10;1;Furniture;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";12420;3726;7.8.2018
2079;TEC-AC-10003610;7;3;Technology;Logitech Illuminated - Keyboard;43193;20733;7.8.2018
2080;TEC-AC-10002006;6;4;Technology;Memorex Micro Travel Drive 16 GB;15350;4759;7.8.2018
2081;OFF-AR-10003602;1;2;Office Supplies;Quartet Omega Colored Chalk, 12/Pack;2803;1318;7.8.2018
2082;TEC-AC-10004803;8;4;Technology;Sony Micro Vault Click 4 GB USB 2.0 Flash Drive;13382;1874;7.8.2018
2083;OFF-AR-10004062;1;10;Office Supplies;Staples in misc. colors;25152;6288;7.8.2018
2084;FUR-FU-10000305;13;3;Furniture;"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";51106;8177;7.8.2018
2085;OFF-BI-10002215;1;4;Office Supplies;"Wilson Jones Hanging View Binder, White, 1""";6816;3135;7.8.2018
2086;OFF-PA-10001970;1;2;Office Supplies;Xerox 1881;5894;2770;7.8.2018
2087;OFF-PA-10001878;1;5;Office Supplies;Xerox 1891;58692;27585;7.8.2018
2088;OFF-ST-10000532;1;11;Office Supplies;Advantus Rolling Drawer Organizers;101587;26413;8.8.2018
2089;OFF-FA-10001883;3;3;Office Supplies;Alliance Super-Size Bands, Assorted Sizes;5602;56;8.8.2018
2090;OFF-AR-10004587;5;2;Office Supplies;Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;9518;2856;8.8.2018
2091;OFF-AP-10004336;5;2;Office Supplies;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;27341;7929;8.8.2018
2092;FUR-FU-10001979;13;8;Furniture;Dana Halogen Swing-Arm Architect Lamp;78662;22025;8.8.2018
2093;OFF-AP-10004708;5;2;Office Supplies;Fellowes Superior 10 Outlet Split Surge Protector;18269;5298;8.8.2018
2094;OFF-BI-10001718;5;7;Office Supplies;GBC DocuBind P50 Personal Binding Machine;107486;50519;8.8.2018
2095;OFF-EN-10002500;1;3;Office Supplies;Globe Weis Peel & Seel First Class Envelopes;9202;4141;8.8.2018
2096;OFF-AP-10004487;3;6;Office Supplies;Kensington 4 Outlet MasterPiece Compact Power Control Center;117101;32788;8.8.2018
2097;TEC-AC-10000736;6;1;Technology;Logitech G600 MMO Gaming Mouse;19198;6911;8.8.2018
2098;TEC-PH-10001128;10;2;Technology;Motorola Droid Maxx;71995;20159;8.8.2018
2099;FUR-FU-10002088;11;6;Furniture;Nu-Dell Float Frame 11 x 14 1/2;12931;5431;8.8.2018
2100;TEC-CO-10001571;10;1;Technology;Sharp 1540cs Digital Laser Copier;131998;65999;8.8.2018
2101;OFF-PA-10003270;4;2;Office Supplies;Xerox 1954;2534;1140;8.8.2018
2102;OFF-FA-10000992;2;3;Office Supplies;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;2556;1201;9.8.2018
2103;FUR-FU-10002157;10;3;Furniture;Artistic Insta-Plaque;11290;4403;9.8.2018
2104;OFF-LA-10000262;5;8;Office Supplies;Avery 494;5011;2305;9.8.2018
2105;TEC-AC-10002600;8;4;Technology;Belkin QODE FastFit Bluetooth Keyboard;59472;8326;9.8.2018
2106;FUR-TA-10003748;13;5;Furniture;Bevis 36 x 72 Conference Tables;149388;32865;9.8.2018
2107;OFF-PA-10001667;5;1;Office Supplies;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);1435;646;9.8.2018
2108;FUR-FU-10001706;15;2;Furniture;Longer-Life Soft White Bulbs;1478;710;9.8.2018
2109;TEC-PH-10003012;6;2;Technology;Nortel Meridian M3904 Professional Digital phone;73915;21435;9.8.2018
2110;FUR-FU-10000320;11;3;Furniture;OIC Stacking Trays;2405;1058;9.8.2018
2111;FUR-BO-10004690;12;5;Furniture;O'Sullivan Cherrywood Estates Traditional Barrister Bookcase;164976;11548;9.8.2018
2112;TEC-PH-10000984;6;5;Technology;Panasonic KX-TG9471B;235188;65853;9.8.2018
2113;OFF-ST-10002485;3;1;Office Supplies;Rogers Deluxe File Chest;5275;53;9.8.2018
2114;OFF-AR-10001026;5;1;Office Supplies;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;528;232;9.8.2018
2115;OFF-ST-10000642;4;2;Office Supplies;Tennsco Lockers, Gray;10070;705;9.8.2018
2116;OFF-PA-10001815;5;3;Office Supplies;Xerox 1885;34589;16603;9.8.2018
2117;OFF-PA-10001357;5;3;Office Supplies;Xerox 1886;34488;16554;9.8.2018
2118;TEC-PH-10003645;9;9;Technology;Aastra 57i VoIP phone;349078;90760;10.8.2018
2119;OFF-LA-10002787;1;1;Office Supplies;Avery 480;900;432;10.8.2018
2120;OFF-LA-10002043;1;4;Office Supplies;Avery 489;9936;4769;10.8.2018
2121;OFF-BI-10004632;1;5;Office Supplies;GBC Binding covers;15540;6993;10.8.2018
2122;OFF-AR-10001915;2;3;Office Supplies;Peel-Off China Markers;7150;3003;10.8.2018
2123;OFF-EN-10003134;4;6;Office Supplies;Staple envelope;16819;8410;10.8.2018
2124;FUR-FU-10003708;12;2;Furniture;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";29112;6114;10.8.2018
2125;OFF-PA-10003302;2;5;Office Supplies;Xerox 1906;42528;19988;10.8.2018
2126;TEC-PH-10004614;7;2;Technology;AT&T 841000 Phone;33120;8280;11.8.2018
2127;OFF-BI-10003305;1;7;Office Supplies;Avery Hanging File Binders;10046;4621;11.8.2018
2128;FUR-FU-10003691;11;1;Furniture;Eldon Image Series Desk Accessories, Ebony;2964;1304;11.8.2018
2129;OFF-AR-10001427;5;2;Office Supplies;Newell 330;2870;746;11.8.2018
2130;OFF-BI-10003007;2;2;Office Supplies;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";18614;8563;11.8.2018
2131;OFF-AR-10003903;5;1;Office Supplies;Sanford 52201 APSCO Electric Pencil Sharpener;9833;2557;11.8.2018
2132;OFF-BI-10000632;5;11;Office Supplies;Satellite Sectional Post Binders;114602;52717;11.8.2018
2133;OFF-ST-10004459;3;1;Office Supplies;Tennsco Single-Tier Lockers;90082;4504;11.8.2018
2134;OFF-FA-10004854;5;2;Office Supplies;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;5510;2590;11.8.2018
2135;OFF-PA-10001870;3;5;Office Supplies;Xerox 202;7776;3732;11.8.2018
2136;OFF-PA-10003441;3;4;Office Supplies;Xerox 226;6221;2986;11.8.2018
2137;OFF-BI-10000138;1;3;Office Supplies;Acco Translucent Poly Ring Binders;3370;1617;12.8.2018
2138;OFF-AP-10000828;5;3;Office Supplies;Avanti 4.4 Cu. Ft. Refrigerator;130306;36486;12.8.2018
2139;OFF-AR-10001953;3;5;Office Supplies;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;52776;14250;12.8.2018
2140;FUR-FU-10001473;15;4;Furniture;DAX Wood Document Frame;13181;4745;12.8.2018
2141;TEC-CO-10000971;8;1;Technology;Hewlett Packard 310 Color Digital Copier;71998;21599;12.8.2018
2142;FUR-CH-10002331;11;5;Furniture;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;427176;89707;12.8.2018
2143;TEC-AC-10000023;9;13;Technology;Maxell 74 Minute CD-R Spindle, 50/Pack;65426;23554;12.8.2018
2144;OFF-AR-10004078;5;3;Office Supplies;Newell 312;4205;1261;12.8.2018
2145;OFF-BI-10002854;2;7;Office Supplies;Performers Binder/Pad Holder, Black;47090;23545;12.8.2018
2146;TEC-AC-10000397;9;5;Technology;Perixx PERIBOARD-512B, Ergonomic Split Keyboard;41988;2939;12.8.2018
2147;OFF-ST-10001228;5;3;Office Supplies;Personal File Boxes with Fold-Down Carry Handle;11218;2804;12.8.2018
2148;FUR-FU-10002878;15;3;Furniture;"Seth Thomas 14"" Day/Date Wall Clock";20506;7587;12.8.2018
2149;OFF-ST-10000078;2;6;Office Supplies;Tennsco 6- and 18-Compartment Lockers;381845;68732;12.8.2018
2150;OFF-PA-10003134;3;4;Office Supplies;Xerox 1937;46118;22137;12.8.2018
2151;OFF-PA-10000029;2;1;Office Supplies;Xerox 224;1555;746;12.8.2018
2152;OFF-BI-10004187;5;3;Office Supplies;3-ring staple pack;1354;650;13.8.2018
2153;OFF-AR-10003156;1;5;Office Supplies;50 Colored Long Pencils;12192;3170;13.8.2018
2154;OFF-LA-10003923;2;7;Office Supplies;Alphabetical Labels for Top Tab Filing;24864;12432;13.8.2018
2155;OFF-BI-10002309;1;4;Office Supplies;Avery Heavy-Duty EZD  Binder With Locking Rings;5357;2571;13.8.2018
2156;OFF-BI-10003529;4;4;Office Supplies;Avery Round Ring Poly Binders;2726;1336;13.8.2018
2157;OFF-BI-10003529;4;3;Office Supplies;Avery Round Ring Poly Binders;2045;1002;13.8.2018
2158;OFF-AR-10000588;4;3;Office Supplies;Newell 345;14285;3714;13.8.2018
2159;FUR-BO-10001337;10;2;Furniture;O'Sullivan Living Dimensions 2-Shelf Bookcases;58070;5807;13.8.2018
2160;TEC-AC-10000158;6;2;Technology;Sony 64GB Class 10 Micro SDHC R40 Memory Card;17275;3628;13.8.2018
2161;OFF-AP-10002222;3;2;Office Supplies;Staple holder;4162;1124;13.8.2018
2162;OFF-AP-10004249;5;7;Office Supplies;Staple holder;20110;5430;13.8.2018
2163;OFF-SU-10000946;4;4;Office Supplies;Staple remover;7661;2222;13.8.2018
2164;OFF-ST-10001325;5;3;Office Supplies;Sterilite Officeware Hinged File Box;7546;2037;13.8.2018
2165;FUR-FU-10001889;10;3;Furniture;Ultra Door Pull Handle;7574;2500;13.8.2018
2166;OFF-PA-10000551;4;3;Office Supplies;Array Memo Cubes;3730;1828;14.8.2018
2167;OFF-LA-10001613;3;2;Office Supplies;Avery File Folder Labels;1382;677;14.8.2018
2168;OFF-AR-10000246;5;6;Office Supplies;Newell 318;4003;1041;14.8.2018
2169;OFF-LA-10000452;2;1;Office Supplies;Avery 488;756;363;15.8.2018
2170;OFF-LA-10000305;5;8;Office Supplies;Avery 495;12096;5564;15.8.2018
2171;OFF-AP-10002578;1;2;Office Supplies;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;23482;6105;15.8.2018
2172;OFF-ST-10000046;4;2;Office Supplies;Fellowes Super Stor/Drawer Files;77544;14733;15.8.2018
2173;FUR-FU-10004071;13;3;Furniture;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;74887;10484;15.8.2018
2174;OFF-ST-10003638;2;3;Office Supplies;Mobile Personal File Cube;16862;4553;15.8.2018
2175;OFF-ST-10001505;4;3;Office Supplies;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";4306;732;15.8.2018
2176;OFF-BI-10001989;3;3;Office Supplies;Premium Transparent Presentation Covers by GBC;15106;7251;15.8.2018
2177;OFF-PA-10004911;5;4;Office Supplies;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;9005;4322;15.8.2018
2178;FUR-FU-10004018;12;7;Furniture;Tensor Computer Mounted Lamp;25015;6754;15.8.2018
2179;OFF-AP-10003287;2;3;Office Supplies;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;36698;10276;15.8.2018
2180;OFF-PA-10000167;5;3;Office Supplies;Xerox 1925;22306;10038;15.8.2018
2181;OFF-EN-10004030;2;3;Office Supplies;Convenience Packs of Business Envelopes;2606;1225;16.8.2018
2182;OFF-PA-10000019;3;5;Office Supplies;Xerox 1931;7776;3732;16.8.2018
2183;OFF-BI-10000829;5;4;Office Supplies;Avery Non-Stick Binders;4310;1983;17.8.2018
2184;OFF-FA-10002676;2;7;Office Supplies;Colored Push Pins;3041;1095;17.8.2018
2185;OFF-BI-10002735;5;3;Office Supplies;GBC Prestige Therm-A-Bind Covers;24703;11611;17.8.2018
2186;TEC-AC-10004510;10;6;Technology;Logitech Desktop MK120 Mouse and keyboard Combo;23558;2356;17.8.2018
2187;TEC-AC-10000844;9;4;Technology;Logitech Gaming G510s - Keyboard;81590;29373;17.8.2018
2188;OFF-AP-10001058;2;9;Office Supplies;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;604390;157141;17.8.2018
2189;OFF-ST-10001496;1;3;Office Supplies;Standard Rollaway File with Lock;129737;33732;17.8.2018
2190;OFF-EN-10003134;4;2;Office Supplies;Staple envelope;5606;2803;17.8.2018
2191;OFF-BI-10002412;1;9;Office Supplies;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;12528;5638;17.8.2018
2192;OFF-PA-10000595;5;5;Office Supplies;Xerox 1929;27408;12608;17.8.2018
2193;OFF-PA-10003893;4;2;Office Supplies;Xerox 1962;2054;924;17.8.2018
2194;OFF-AP-10000576;1;9;Office Supplies;Belkin 7 Outlet SurgeMaster II;85277;23878;18.8.2018
2195;FUR-FU-10001475;15;3;Furniture;"Contract Clock, 14"", Brown";15826;5381;18.8.2018
2196;FUR-FU-10003849;13;2;Furniture;DAX Metal Frame, Desktop, Stepped-Edge;9715;3789;18.8.2018
2197;FUR-FU-10000010;13;2;Furniture;DAX Value U-Channel Document Frames, Easel Back;2386;740;18.8.2018
2198;OFF-ST-10000046;4;2;Office Supplies;Fellowes Super Stor/Drawer Files;77544;14733;18.8.2018
2199;TEC-PH-10000439;9;1;Technology;GE DSL Phone Line Filter;9598;2783;18.8.2018
2200;TEC-PH-10002538;9;1;Technology;Grandstream GXP1160 VoIP phone;9098;2639;18.8.2018
2201;TEC-AC-10002253;7;9;Technology;Imation Bio 8GB USB Flash Drive Imation Corp;359078;53862;18.8.2018
2202;OFF-ST-10003306;5;7;Office Supplies;Letter Size Cart;240005;69601;18.8.2018
2203;TEC-AC-10002049;9;2;Technology;Plantronics Savi W720 Multi-Device Wireless Headset System;202536;89116;18.8.2018
2204;FUR-FU-10000521;11;3;Furniture;"Seth Thomas 14"" Putty-Colored Wall Clock";21125;6549;18.8.2018
2205;TEC-AC-10003614;10;2;Technology;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;5563;1836;18.8.2018
2206;FUR-FU-10000723;11;7;Furniture;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;69418;6248;19.8.2018
2207;OFF-BI-10003925;5;1;Office Supplies;Fellowes PB300 Plastic Comb Binding Machine;93118;43765;19.8.2018
2208;FUR-BO-10000711;13;9;Furniture;Hon Metal Bookcases, Gray;153317;41396;19.8.2018
2209;OFF-ST-10000991;1;3;Office Supplies;Space Solutions HD Industrial Steel Shelving.;82778;2483;19.8.2018
2210;OFF-PA-10000552;5;3;Office Supplies;Xerox 200;4666;2239;19.8.2018
2211;OFF-SU-10004768;1;3;Office Supplies;Acme Kleencut Forged Steel Scissors;4133;1240;20.8.2018
2212;OFF-ST-10000777;2;6;Office Supplies;Companion Letter/Legal File, Black;54374;15225;20.8.2018
2213;OFF-BI-10001359;2;1;Office Supplies;GBC DocuBind TL300 Electric Binding System;215278;101180;20.8.2018
2214;OFF-ST-10000344;2;3;Office Supplies;Neat Ideas Personal Hanging Folder Files, Black;9670;2514;20.8.2018
2215;OFF-PA-10000246;5;2;Office Supplies;Riverleaf Stik-Withit Designer Note Cubes;4829;2221;20.8.2018
2216;FUR-CH-10001797;11;13;Furniture;Safco Chair Connectors, 6/Carton;120058;34817;20.8.2018
2217;TEC-PH-10004924;7;2;Technology;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";3547;958;20.8.2018
2218;OFF-PA-10001639;4;4;Office Supplies;Xerox 203;6221;2986;20.8.2018
2219;OFF-SU-10000381;5;4;Office Supplies;Acme Forged Steel Scissors with Black Enamel Handles;8938;2592;21.8.2018
2220;OFF-FA-10002280;3;7;Office Supplies;Advantus Plastic Paper Clips;8400;4032;21.8.2018
2221;OFF-LA-10001158;2;5;Office Supplies;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";12420;5962;21.8.2018
2222;OFF-ST-10000736;2;1;Office Supplies;Carina Double Wide Media Storage Towers in Natural & Black;19435;777;21.8.2018
2223;FUR-FU-10003976;10;2;Furniture;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;6038;2053;21.8.2018
2224;OFF-AP-10002867;2;3;Office Supplies;Fellowes Command Center 5-outlet power strip;48845;13188;21.8.2018
2225;OFF-ST-10000025;2;6;Office Supplies;Fellowes Stor/Drawer Steel Plus Storage Drawers;137419;8245;21.8.2018
2226;FUR-CH-10000015;13;4;Furniture;Hon Multipurpose Stacking Arm Chairs;207936;54063;21.8.2018
2227;TEC-AC-10000682;9;2;Technology;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;7963;2787;21.8.2018
2228;TEC-AC-10000844;9;3;Technology;Logitech Gaming G510s - Keyboard;61193;22029;21.8.2018
2229;OFF-AR-10000203;4;4;Office Supplies;Newell 336;4109;1192;21.8.2018
2230;OFF-AR-10002053;1;12;Office Supplies;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;8582;2403;21.8.2018
2231;OFF-AR-10003602;1;3;Office Supplies;Quartet Omega Colored Chalk, 12/Pack;4205;1976;21.8.2018
2232;OFF-EN-10004459;5;2;Office Supplies;Security-Tint Envelopes;3667;1797;21.8.2018
2233;FUR-FU-10004960;12;4;Furniture;"Seth Thomas 12"" Clock w/ Goldtone Case";22061;7501;21.8.2018
2234;FUR-FU-10000193;12;4;Furniture;Tenex Chairmats For Use with Hard Floors;31181;2494;21.8.2018
2235;OFF-PA-10000357;2;5;Office Supplies;Xerox 1888;66576;31956;21.8.2018
2236;OFF-PA-10000157;1;3;Office Supplies;Xerox 191;14386;6761;21.8.2018
2237;OFF-PA-10003657;5;1;Office Supplies;Xerox 1927;1027;462;21.8.2018
2238;OFF-PA-10002606;1;9;Office Supplies;Xerox 1928;11405;5132;21.8.2018
2239;OFF-PA-10001947;3;4;Office Supplies;Xerox 1974;5741;2813;21.8.2018
2240;OFF-PA-10003848;5;2;Office Supplies;Xerox 1997;3110;1493;21.8.2018
2241;OFF-AR-10002255;1;2;Office Supplies;Newell 346;1382;401;22.8.2018
2242;OFF-AR-10000390;4;4;Office Supplies;Newell Chalk Holder;3965;1824;22.8.2018
2243;OFF-PA-10001846;2;2;Office Supplies;Xerox 1899;2774;1359;22.8.2018
2244;OFF-PA-10001870;3;3;Office Supplies;Xerox 202;4666;2239;22.8.2018
2245;OFF-AP-10002118;3;5;Office Supplies;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";249792;67444;23.8.2018
2246;OFF-AP-10001492;2;3;Office Supplies;Acco Six-Outlet Power Strip, 4' Cord Length;6206;1614;23.8.2018
2247;OFF-AP-10001492;2;5;Office Supplies;Acco Six-Outlet Power Strip, 4' Cord Length;10344;2689;23.8.2018
2248;OFF-SU-10002189;2;4;Office Supplies;Acme Rosewood Handle Letter Opener;3811;38;23.8.2018
2249;OFF-AP-10000828;5;3;Office Supplies;Avanti 4.4 Cu. Ft. Refrigerator;130306;36486;23.8.2018
2250;OFF-LA-10003190;1;3;Office Supplies;Avery 474;2074;1016;23.8.2018
2251;OFF-LA-10003537;5;3;Office Supplies;Avery 515;9022;4240;23.8.2018
2252;OFF-AR-10002399;3;5;Office Supplies;Dixon Prang Watercolor Pencils, 10-Color Set with Brush;5112;2096;23.8.2018
2253;TEC-AC-10003433;9;2;Technology;Maxell 4.7GB DVD+R 5/Pack;475;214;23.8.2018
2254;TEC-AC-10004568;9;9;Technology;Maxell LTO Ultrium - 800 GB;60458;11487;23.8.2018
